run,scenario,channel,variant,first,detect,early,false,lead
252,abrupt,frequency,prism,23.0,True,True,False,1.0
253,abrupt,frequency,severity_only,,False,False,False,
253,abrupt,frequency,external_only,,False,False,False,
253,abrupt,frequency,internal_only,,False,False,False,
253,abrupt,frequency,prism,27.0,True,False,False,-3.0
254,abrupt,frequency,severity_only,26.0,True,False,False,-2.0
254,abrupt,frequency,external_only,26.0,True,False,False,-2.0
254,abrupt,frequency,internal_only,26.0,True,False,False,-2.0
254,abrupt,frequency,prism,26.0,True,False,False,-2.0
255,abrupt,frequency,severity_only,28.0,True,False,False,-4.0
255,abrupt,frequency,external_only,26.0,True,False,False,-2.0
255,abrupt,frequency,internal_only,27.0,True,False,False,-3.0
255,abrupt,frequency,prism,27.0,True,False,False,-3.0
256,abrupt,frequency,severity_only,,False,False,False,
256,abrupt,frequency,external_only,,False,False,False,
256,abrupt,frequency,internal_only,,False,False,False,
256,abrupt,frequency,prism,25.0,True,False,False,-1.0
257,abrupt,frequency,severity_only,,False,False,False,
257,abrupt,frequency,external_only,,False,False,False,
257,abrupt,frequency,internal_only,28.0,True,False,False,-4.0
257,abrupt,frequency,prism,26.0,True,False,False,-2.0
258,abrupt,frequency,severity_only,,False,False,False,
258,abrupt,frequency,external_only,23.0,True,True,False,1.0
258,abrupt,frequency,internal_only,20.0,False,False,True,
258,abrupt,frequency,prism,27.0,True,False,False,-3.0
259,abrupt,frequency,severity_only,26.0,True,False,False,-2.0
259,abrupt,frequency,external_only,25.0,True,False,False,-1.0
259,abrupt,frequency,internal_only,25.0,True,False,False,-1.0
259,abrupt,frequency,prism,25.0,True,False,False,-1.0
260,abrupt,frequency,severity_only,25.0,True,False,False,-1.0
260,abrupt,frequency,external_only,25.0,True,False,False,-1.0
260,abrupt,frequency,internal_only,25.0,True,False,False,-1.0
260,abrupt,frequency,prism,25.0,True,False,False,-1.0
261,abrupt,frequency,severity_only,,False,False,False,
261,abrupt,frequency,external_only,,False,False,False,
261,abrupt,frequency,internal_only,,False,False,False,
261,abrupt,frequency,prism,,False,False,False,
262,abrupt,frequency,severity_only,,False,False,False,
262,abrupt,frequency,external_only,,False,False,False,
262,abrupt,frequency,internal_only,,False,False,False,
262,abrupt,frequency,prism,26.0,True,False,False,-2.0
263,abrupt,frequency,severity_only,,False,False,False,
263,abrupt,frequency,external_only,25.0,True,False,False,-1.0
263,abrupt,frequency,internal_only,,False,False,False,
263,abrupt,frequency,prism,25.0,True,False,False,-1.0
264,abrupt,frequency,severity_only,,False,False,False,
264,abrupt,frequency,external_only,13.0,False,False,True,
264,abrupt,frequency,internal_only,,False,False,False,
264,abrupt,frequency,prism,13.0,False,False,True,
265,abrupt,frequency,severity_only,,False,False,False,
265,abrupt,frequency,external_only,4.0,False,False,True,
265,abrupt,frequency,internal_only,,False,False,False,
265,abrupt,frequency,prism,4.0,False,False,True,
266,abrupt,frequency,severity_only,25.0,True,False,False,-1.0
266,abrupt,frequency,external_only,5.0,False,False,True,
266,abrupt,frequency,internal_only,25.0,True,False,False,-1.0
266,abrupt,frequency,prism,5.0,False,False,True,
267,abrupt,frequency,severity_only,,False,False,False,
267,abrupt,frequency,external_only,24.0,True,True,False,0.0
267,abrupt,frequency,internal_only,24.0,True,True,False,0.0
267,abrupt,frequency,prism,24.0,True,True,False,0.0
268,abrupt,frequency,severity_only,25.0,True,False,False,-1.0
268,abrupt,frequency,external_only,25.0,True,False,False,-1.0
268,abrupt,frequency,internal_only,25.0,True,False,False,-1.0
268,abrupt,frequency,prism,25.0,True,False,False,-1.0
269,abrupt,frequency,severity_only,,False,False,False,
269,abrupt,frequency,external_only,,False,False,False,
269,abrupt,frequency,internal_only,,False,False,False,
269,abrupt,frequency,prism,24.0,True,True,False,0.0
270,abrupt,frequency,severity_only,,False,False,False,
270,abrupt,frequency,external_only,,False,False,False,
270,abrupt,frequency,internal_only,36.0,False,False,False,
270,abrupt,frequency,prism,22.0,True,True,False,2.0
271,abrupt,frequency,severity_only,,False,False,False,
271,abrupt,frequency,external_only,24.0,True,True,False,0.0
271,abrupt,frequency,internal_only,36.0,False,False,False,
271,abrupt,frequency,prism,24.0,True,True,False,0.0
272,abrupt,frequency,severity_only,25.0,True,False,False,-1.0
272,abrupt,frequency,external_only,24.0,True,True,False,0.0
272,abrupt,frequency,internal_only,25.0,True,False,False,-1.0
272,abrupt,frequency,prism,24.0,True,True,False,0.0
273,abrupt,frequency,severity_only,,False,False,False,
273,abrupt,frequency,external_only,13.0,False,False,True,
273,abrupt,frequency,internal_only,26.0,True,False,False,-2.0
273,abrupt,frequency,prism,13.0,False,False,True,
274,abrupt,frequency,severity_only,,False,False,False,
274,abrupt,frequency,external_only,,False,False,False,
274,abrupt,frequency,internal_only,,False,False,False,
274,abrupt,frequency,prism,25.0,True,False,False,-1.0
275,abrupt,frequency,severity_only,,False,False,False,
275,abrupt,frequency,external_only,,False,False,False,
275,abrupt,frequency,internal_only,,False,False,False,
275,abrupt,frequency,prism,27.0,True,False,False,-3.0
276,abrupt,frequency,severity_only,,False,False,False,
276,abrupt,frequency,external_only,,False,False,False,
276,abrupt,frequency,internal_only,,False,False,False,
276,abrupt,frequency,prism,,False,False,False,
277,abrupt,frequency,severity_only,,False,False,False,
277,abrupt,frequency,external_only,25.0,True,False,False,-1.0
277,abrupt,frequency,internal_only,,False,False,False,
277,abrupt,frequency,prism,25.0,True,False,False,-1.0
278,abrupt,frequency,severity_only,,False,False,False,
278,abrupt,frequency,external_only,,False,False,False,
278,abrupt,frequency,internal_only,,False,False,False,
278,abrupt,frequency,prism,,False,False,False,
279,abrupt,frequency,severity_only,,False,False,False,
279,abrupt,frequency,external_only,26.0,True,False,False,-2.0
279,abrupt,frequency,internal_only,,False,False,False,
279,abrupt,frequency,prism,,False,False,False,
280,abrupt,frequency,severity_only,25.0,True,False,False,-1.0
280,abrupt,frequency,external_only,24.0,True,True,False,0.0
280,abrupt,frequency,internal_only,25.0,True,False,False,-1.0
280,abrupt,frequency,prism,25.0,True,False,False,-1.0
281,abrupt,frequency,severity_only,,False,False,False,
281,abrupt,frequency,external_only,,False,False,False,
281,abrupt,frequency,internal_only,,False,False,False,
281,abrupt,frequency,prism,25.0,True,False,False,-1.0
282,abrupt,frequency,severity_only,26.0,True,False,False,-2.0
282,abrupt,frequency,external_only,24.0,True,True,False,0.0
282,abrupt,frequency,internal_only,26.0,True,False,False,-2.0
282,abrupt,frequency,prism,24.0,True,True,False,0.0
283,abrupt,frequency,severity_only,,False,False,False,
283,abrupt,frequency,external_only,,False,False,False,
283,abrupt,frequency,internal_only,,False,False,False,
283,abrupt,frequency,prism,25.0,True,False,False,-1.0
284,abrupt,frequency,severity_only,,False,False,False,
284,abrupt,frequency,external_only,8.0,False,False,True,
284,abrupt,frequency,internal_only,34.0,False,False,False,
284,abrupt,frequency,prism,8.0,False,False,True,
285,abrupt,frequency,severity_only,20.0,False,False,True,
285,abrupt,frequency,external_only,20.0,False,False,True,
285,abrupt,frequency,internal_only,20.0,False,False,True,
285,abrupt,frequency,prism,20.0,False,False,True,
286,abrupt,frequency,severity_only,,False,False,False,
286,abrupt,frequency,external_only,,False,False,False,
286,abrupt,frequency,internal_only,,False,False,False,
286,abrupt,frequency,prism,,False,False,False,
287,abrupt,frequency,severity_only,,False,False,False,
287,abrupt,frequency,external_only,,False,False,False,
287,abrupt,frequency,internal_only,,False,False,False,
287,abrupt,frequency,prism,28.0,True,False,False,-4.0
288,abrupt,frequency,severity_only,,False,False,False,
288,abrupt,frequency,external_only,,False,False,False,
288,abrupt,frequency,internal_only,,False,False,False,
288,abrupt,frequency,prism,,False,False,False,
289,abrupt,frequency,severity_only,20.0,False,False,True,
289,abrupt,frequency,external_only,20.0,False,False,True,
289,abrupt,frequency,internal_only,20.0,False,False,True,
289,abrupt,frequency,prism,20.0,False,False,True,
290,abrupt,frequency,severity_only,,False,False,False,
290,abrupt,frequency,external_only,26.0,True,False,False,-2.0
290,abrupt,frequency,internal_only,,False,False,False,
290,abrupt,frequency,prism,25.0,True,False,False,-1.0
291,abrupt,frequency,severity_only,25.0,True,False,False,-1.0
291,abrupt,frequency,external_only,24.0,True,True,False,0.0
291,abrupt,frequency,internal_only,25.0,True,False,False,-1.0
291,abrupt,frequency,prism,24.0,True,True,False,0.0
292,abrupt,frequency,severity_only,,False,False,False,
292,abrupt,frequency,external_only,26.0,True,False,False,-2.0
292,abrupt,frequency,internal_only,35.0,False,False,False,
292,abrupt,frequency,prism,25.0,True,False,False,-1.0
293,abrupt,frequency,severity_only,,False,False,False,
293,abrupt,frequency,external_only,,False,False,False,
293,abrupt,frequency,internal_only,,False,False,False,
293,abrupt,frequency,prism,25.0,True,False,False,-1.0
294,abrupt,frequency,severity_only,8.0,False,False,True,
294,abrupt,frequency,external_only,8.0,False,False,True,
294,abrupt,frequency,internal_only,8.0,False,False,True,
294,abrupt,frequency,prism,8.0,False,False,True,
295,abrupt,frequency,severity_only,,False,False,False,
295,abrupt,frequency,external_only,24.0,True,True,False,0.0
295,abrupt,frequency,internal_only,25.0,True,False,False,-1.0
295,abrupt,frequency,prism,24.0,True,True,False,0.0
296,abrupt,frequency,severity_only,25.0,True,False,False,-1.0
296,abrupt,frequency,external_only,24.0,True,True,False,0.0
296,abrupt,frequency,internal_only,25.0,True,False,False,-1.0
296,abrupt,frequency,prism,24.0,True,True,False,0.0
297,abrupt,frequency,severity_only,,False,False,False,
297,abrupt,frequency,external_only,25.0,True,False,False,-1.0
297,abrupt,frequency,internal_only,,False,False,False,
297,abrupt,frequency,prism,25.0,True,False,False,-1.0
298,abrupt,frequency,severity_only,,False,False,False,
298,abrupt,frequency,external_only,,False,False,False,
298,abrupt,frequency,internal_only,,False,False,False,
298,abrupt,frequency,prism,,False,False,False,
299,abrupt,frequency,severity_only,,False,False,False,
299,abrupt,frequency,external_only,,False,False,False,
299,abrupt,frequency,internal_only,,False,False,False,
299,abrupt,frequency,prism,,False,False,False,
300,abrupt,frequency,severity_only,26.0,True,False,False,-2.0
300,abrupt,frequency,external_only,25.0,True,False,False,-1.0
300,abrupt,frequency,internal_only,25.0,True,False,False,-1.0
300,abrupt,frequency,prism,25.0,True,False,False,-1.0
301,abrupt,frequency,severity_only,,False,False,False,
301,abrupt,frequency,external_only,24.0,True,True,False,0.0
301,abrupt,frequency,internal_only,,False,False,False,
301,abrupt,frequency,prism,24.0,True,True,False,0.0
302,abrupt,frequency,severity_only,26.0,True,False,False,-2.0
302,abrupt,frequency,external_only,24.0,True,True,False,0.0
302,abrupt,frequency,internal_only,26.0,True,False,False,-2.0
302,abrupt,frequency,prism,24.0,True,True,False,0.0
303,abrupt,frequency,severity_only,,False,False,False,
303,abrupt,frequency,external_only,,False,False,False,
303,abrupt,frequency,internal_only,,False,False,False,
303,abrupt,frequency,prism,25.0,True,False,False,-1.0
304,abrupt,frequency,severity_only,,False,False,False,
304,abrupt,frequency,external_only,,False,False,False,
304,abrupt,frequency,internal_only,,False,False,False,
304,abrupt,frequency,prism,,False,False,False,
305,abrupt,frequency,severity_only,26.0,True,False,False,-2.0
305,abrupt,frequency,external_only,25.0,True,False,False,-1.0
305,abrupt,frequency,internal_only,26.0,True,False,False,-2.0
305,abrupt,frequency,prism,26.0,True,False,False,-2.0
306,abrupt,frequency,severity_only,25.0,True,False,False,-1.0
306,abrupt,frequency,external_only,24.0,True,True,False,0.0
306,abrupt,frequency,internal_only,24.0,True,True,False,0.0
306,abrupt,frequency,prism,24.0,True,True,False,0.0
307,abrupt,frequency,severity_only,,False,False,False,
307,abrupt,frequency,external_only,,False,False,False,
307,abrupt,frequency,internal_only,,False,False,False,
307,abrupt,frequency,prism,,False,False,False,
308,abrupt,frequency,severity_only,,False,False,False,
308,abrupt,frequency,external_only,,False,False,False,
308,abrupt,frequency,internal_only,,False,False,False,
308,abrupt,frequency,prism,,False,False,False,
309,abrupt,frequency,severity_only,,False,False,False,
309,abrupt,frequency,external_only,,False,False,False,
309,abrupt,frequency,internal_only,,False,False,False,
309,abrupt,frequency,prism,,False,False,False,
310,abrupt,frequency,severity_only,26.0,True,False,False,-2.0
310,abrupt,frequency,external_only,26.0,True,False,False,-2.0
310,abrupt,frequency,internal_only,26.0,True,False,False,-2.0
310,abrupt,frequency,prism,23.0,True,True,False,1.0
311,abrupt,frequency,severity_only,26.0,True,False,False,-2.0
311,abrupt,frequency,external_only,25.0,True,False,False,-1.0
311,abrupt,frequency,internal_only,27.0,True,False,False,-3.0
311,abrupt,frequency,prism,26.0,True,False,False,-2.0
312,abrupt,frequency,severity_only,,False,False,False,
312,abrupt,frequency,external_only,27.0,True,False,False,-3.0
312,abrupt,frequency,internal_only,,False,False,False,
312,abrupt,frequency,prism,,False,False,False,
313,abrupt,frequency,severity_only,,False,False,False,
313,abrupt,frequency,external_only,27.0,True,False,False,-3.0
313,abrupt,frequency,internal_only,27.0,True,False,False,-3.0
313,abrupt,frequency,prism,26.0,True,False,False,-2.0
314,abrupt,frequency,severity_only,12.0,False,False,True,
314,abrupt,frequency,external_only,,False,False,False,
314,abrupt,frequency,internal_only,12.0,False,False,True,
314,abrupt,frequency,prism,,False,False,False,
315,abrupt,frequency,severity_only,25.0,True,False,False,-1.0
315,abrupt,frequency,external_only,25.0,True,False,False,-1.0
315,abrupt,frequency,internal_only,25.0,True,False,False,-1.0
315,abrupt,frequency,prism,25.0,True,False,False,-1.0
316,abrupt,frequency,severity_only,28.0,True,False,False,-4.0
316,abrupt,frequency,external_only,22.0,True,True,False,2.0
316,abrupt,frequency,internal_only,28.0,True,False,False,-4.0
316,abrupt,frequency,prism,27.0,True,False,False,-3.0
317,abrupt,frequency,severity_only,26.0,True,False,False,-2.0
317,abrupt,frequency,external_only,25.0,True,False,False,-1.0
317,abrupt,frequency,internal_only,26.0,True,False,False,-2.0
317,abrupt,frequency,prism,26.0,True,False,False,-2.0
318,abrupt,frequency,severity_only,,False,False,False,
318,abrupt,frequency,external_only,,False,False,False,
318,abrupt,frequency,internal_only,,False,False,False,
318,abrupt,frequency,prism,,False,False,False,
319,abrupt,frequency,severity_only,,False,False,False,
319,abrupt,frequency,external_only,28.0,True,False,False,-4.0
319,abrupt,frequency,internal_only,,False,False,False,
319,abrupt,frequency,prism,,False,False,False,
320,abrupt,frequency,severity_only,25.0,True,False,False,-1.0
320,abrupt,frequency,external_only,25.0,True,False,False,-1.0
320,abrupt,frequency,internal_only,25.0,True,False,False,-1.0
320,abrupt,frequency,prism,25.0,True,False,False,-1.0
321,abrupt,frequency,severity_only,25.0,True,False,False,-1.0
321,abrupt,frequency,external_only,25.0,True,False,False,-1.0
321,abrupt,frequency,internal_only,25.0,True,False,False,-1.0
321,abrupt,frequency,prism,25.0,True,False,False,-1.0
322,abrupt,frequency,severity_only,25.0,True,False,False,-1.0
322,abrupt,frequency,external_only,24.0,True,True,False,0.0
322,abrupt,frequency,internal_only,,False,False,False,
322,abrupt,frequency,prism,,False,False,False,
323,abrupt,frequency,severity_only,,False,False,False,
323,abrupt,frequency,external_only,,False,False,False,
323,abrupt,frequency,internal_only,,False,False,False,
323,abrupt,frequency,prism,,False,False,False,
324,abrupt,frequency,severity_only,,False,False,False,
324,abrupt,frequency,external_only,,False,False,False,
324,abrupt,frequency,internal_only,,False,False,False,
324,abrupt,frequency,prism,,False,False,False,
325,abrupt,frequency,severity_only,,False,False,False,
325,abrupt,frequency,external_only,27.0,True,False,False,-3.0
325,abrupt,frequency,internal_only,,False,False,False,
325,abrupt,frequency,prism,27.0,True,False,False,-3.0
326,abrupt,frequency,severity_only,25.0,True,False,False,-1.0
326,abrupt,frequency,external_only,25.0,True,False,False,-1.0
326,abrupt,frequency,internal_only,25.0,True,False,False,-1.0
326,abrupt,frequency,prism,25.0,True,False,False,-1.0
327,abrupt,frequency,severity_only,26.0,True,False,False,-2.0
327,abrupt,frequency,external_only,26.0,True,False,False,-2.0
327,abrupt,frequency,internal_only,26.0,True,False,False,-2.0
327,abrupt,frequency,prism,25.0,True,False,False,-1.0
328,abrupt,frequency,severity_only,,False,False,False,
328,abrupt,frequency,external_only,,False,False,False,
328,abrupt,frequency,internal_only,,False,False,False,
328,abrupt,frequency,prism,,False,False,False,
329,abrupt,frequency,severity_only,,False,False,False,
329,abrupt,frequency,external_only,,False,False,False,
329,abrupt,frequency,internal_only,,False,False,False,
329,abrupt,frequency,prism,26.0,True,False,False,-2.0
330,abrupt,frequency,severity_only,26.0,True,False,False,-2.0
330,abrupt,frequency,external_only,26.0,True,False,False,-2.0
330,abrupt,frequency,internal_only,26.0,True,False,False,-2.0
330,abrupt,frequency,prism,26.0,True,False,False,-2.0
331,abrupt,frequency,severity_only,,False,False,False,
331,abrupt,frequency,external_only,,False,False,False,
331,abrupt,frequency,internal_only,,False,False,False,
331,abrupt,frequency,prism,26.0,True,False,False,-2.0
332,abrupt,frequency,severity_only,,False,False,False,
332,abrupt,frequency,external_only,,False,False,False,
332,abrupt,frequency,internal_only,,False,False,False,
332,abrupt,frequency,prism,,False,False,False,
333,abrupt,frequency,severity_only,26.0,True,False,False,-2.0
333,abrupt,frequency,external_only,26.0,True,False,False,-2.0
333,abrupt,frequency,internal_only,,False,False,False,
333,abrupt,frequency,prism,26.0,True,False,False,-2.0
334,abrupt,frequency,severity_only,26.0,True,False,False,-2.0
334,abrupt,frequency,external_only,26.0,True,False,False,-2.0
334,abrupt,frequency,internal_only,26.0,True,False,False,-2.0
334,abrupt,frequency,prism,25.0,True,False,False,-1.0
335,abrupt,frequency,severity_only,25.0,True,False,False,-1.0
335,abrupt,frequency,external_only,25.0,True,False,False,-1.0
335,abrupt,frequency,internal_only,25.0,True,False,False,-1.0
335,abrupt,frequency,prism,25.0,True,False,False,-1.0
336,abrupt,frequency,severity_only,,False,False,False,
336,abrupt,frequency,external_only,24.0,True,True,False,0.0
336,abrupt,frequency,internal_only,,False,False,False,
336,abrupt,frequency,prism,24.0,True,True,False,0.0
337,abrupt,frequency,severity_only,26.0,True,False,False,-2.0
337,abrupt,frequency,external_only,26.0,True,False,False,-2.0
337,abrupt,frequency,internal_only,26.0,True,False,False,-2.0
337,abrupt,frequency,prism,26.0,True,False,False,-2.0
338,abrupt,frequency,severity_only,25.0,True,False,False,-1.0
338,abrupt,frequency,external_only,25.0,True,False,False,-1.0
338,abrupt,frequency,internal_only,25.0,True,False,False,-1.0
338,abrupt,frequency,prism,25.0,True,False,False,-1.0
339,abrupt,frequency,severity_only,25.0,True,False,False,-1.0
339,abrupt,frequency,external_only,25.0,True,False,False,-1.0
339,abrupt,frequency,internal_only,25.0,True,False,False,-1.0
339,abrupt,frequency,prism,25.0,True,False,False,-1.0
340,abrupt,frequency,severity_only,,False,False,False,
340,abrupt,frequency,external_only,27.0,True,False,False,-3.0
340,abrupt,frequency,internal_only,26.0,True,False,False,-2.0
340,abrupt,frequency,prism,26.0,True,False,False,-2.0
341,abrupt,frequency,severity_only,,False,False,False,
341,abrupt,frequency,external_only,,False,False,False,
341,abrupt,frequency,internal_only,,False,False,False,
341,abrupt,frequency,prism,26.0,True,False,False,-2.0
342,abrupt,frequency,severity_only,25.0,True,False,False,-1.0
342,abrupt,frequency,external_only,25.0,True,False,False,-1.0
342,abrupt,frequency,internal_only,25.0,True,False,False,-1.0
342,abrupt,frequency,prism,25.0,True,False,False,-1.0
343,abrupt,frequency,severity_only,,False,False,False,
343,abrupt,frequency,external_only,25.0,True,False,False,-1.0
343,abrupt,frequency,internal_only,25.0,True,False,False,-1.0
343,abrupt,frequency,prism,25.0,True,False,False,-1.0
344,abrupt,frequency,severity_only,,False,False,False,
344,abrupt,frequency,external_only,25.0,True,False,False,-1.0
344,abrupt,frequency,internal_only,25.0,True,False,False,-1.0
344,abrupt,frequency,prism,24.0,True,True,False,0.0
345,abrupt,frequency,severity_only,,False,False,False,
345,abrupt,frequency,external_only,,False,False,False,
345,abrupt,frequency,internal_only,,False,False,False,
345,abrupt,frequency,prism,,False,False,False,
346,abrupt,frequency,severity_only,,False,False,False,
346,abrupt,frequency,external_only,,False,False,False,
346,abrupt,frequency,internal_only,,False,False,False,
346,abrupt,frequency,prism,,False,False,False,
347,abrupt,frequency,severity_only,,False,False,False,
347,abrupt,frequency,external_only,10.0,False,False,True,
347,abrupt,frequency,internal_only,,False,False,False,
347,abrupt,frequency,prism,10.0,False,False,True,
348,abrupt,frequency,severity_only,25.0,True,False,False,-1.0
348,abrupt,frequency,external_only,25.0,True,False,False,-1.0
348,abrupt,frequency,internal_only,,False,False,False,
348,abrupt,frequency,prism,25.0,True,False,False,-1.0
349,abrupt,frequency,severity_only,24.0,True,True,False,0.0
349,abrupt,frequency,external_only,24.0,True,True,False,0.0
349,abrupt,frequency,internal_only,24.0,True,True,False,0.0
349,abrupt,frequency,prism,24.0,True,True,False,0.0
350,abrupt,frequency,severity_only,25.0,True,False,False,-1.0
350,abrupt,frequency,external_only,25.0,True,False,False,-1.0
350,abrupt,frequency,internal_only,25.0,True,False,False,-1.0
350,abrupt,frequency,prism,23.0,True,True,False,1.0
351,abrupt,frequency,severity_only,25.0,True,False,False,-1.0
351,abrupt,frequency,external_only,5.0,False,False,True,
351,abrupt,frequency,internal_only,25.0,True,False,False,-1.0
351,abrupt,frequency,prism,5.0,False,False,True,
352,abrupt,frequency,severity_only,13.0,False,False,True,
352,abrupt,frequency,external_only,13.0,False,False,True,
352,abrupt,frequency,internal_only,13.0,False,False,True,
352,abrupt,frequency,prism,13.0,False,False,True,
353,abrupt,frequency,severity_only,26.0,True,False,False,-2.0
353,abrupt,frequency,external_only,26.0,True,False,False,-2.0
353,abrupt,frequency,internal_only,26.0,True,False,False,-2.0
353,abrupt,frequency,prism,26.0,True,False,False,-2.0
354,abrupt,frequency,severity_only,,False,False,False,
354,abrupt,frequency,external_only,,False,False,False,
354,abrupt,frequency,internal_only,,False,False,False,
354,abrupt,frequency,prism,38.0,False,False,False,
355,abrupt,frequency,severity_only,,False,False,False,
355,abrupt,frequency,external_only,20.0,False,False,True,
355,abrupt,frequency,internal_only,,False,False,False,
355,abrupt,frequency,prism,,False,False,False,
356,abrupt,frequency,severity_only,,False,False,False,
356,abrupt,frequency,external_only,,False,False,False,
356,abrupt,frequency,internal_only,29.0,True,False,False,-5.0
356,abrupt,frequency,prism,25.0,True,False,False,-1.0
357,abrupt,frequency,severity_only,,False,False,False,
357,abrupt,frequency,external_only,27.0,True,False,False,-3.0
357,abrupt,frequency,internal_only,,False,False,False,
357,abrupt,frequency,prism,27.0,True,False,False,-3.0
358,abrupt,frequency,severity_only,,False,False,False,
358,abrupt,frequency,external_only,,False,False,False,
358,abrupt,frequency,internal_only,,False,False,False,
358,abrupt,frequency,prism,24.0,True,True,False,0.0
359,abrupt,frequency,severity_only,25.0,True,False,False,-1.0
359,abrupt,frequency,external_only,24.0,True,True,False,0.0
359,abrupt,frequency,internal_only,25.0,True,False,False,-1.0
359,abrupt,frequency,prism,24.0,True,True,False,0.0
360,abrupt,frequency,severity_only,,False,False,False,
360,abrupt,frequency,external_only,26.0,True,False,False,-2.0
360,abrupt,frequency,internal_only,26.0,True,False,False,-2.0
360,abrupt,frequency,prism,23.0,True,True,False,1.0
361,abrupt,frequency,severity_only,26.0,True,False,False,-2.0
361,abrupt,frequency,external_only,25.0,True,False,False,-1.0
361,abrupt,frequency,internal_only,25.0,True,False,False,-1.0
361,abrupt,frequency,prism,25.0,True,False,False,-1.0
362,abrupt,frequency,severity_only,,False,False,False,
362,abrupt,frequency,external_only,,False,False,False,
362,abrupt,frequency,internal_only,26.0,True,False,False,-2.0
362,abrupt,frequency,prism,26.0,True,False,False,-2.0
363,abrupt,frequency,severity_only,,False,False,False,
363,abrupt,frequency,external_only,,False,False,False,
363,abrupt,frequency,internal_only,,False,False,False,
363,abrupt,frequency,prism,24.0,True,True,False,0.0
364,abrupt,frequency,severity_only,,False,False,False,
364,abrupt,frequency,external_only,25.0,True,False,False,-1.0
364,abrupt,frequency,internal_only,,False,False,False,
364,abrupt,frequency,prism,,False,False,False,
365,abrupt,frequency,severity_only,,False,False,False,
365,abrupt,frequency,external_only,,False,False,False,
365,abrupt,frequency,internal_only,26.0,True,False,False,-2.0
365,abrupt,frequency,prism,25.0,True,False,False,-1.0
366,abrupt,frequency,severity_only,,False,False,False,
366,abrupt,frequency,external_only,,False,False,False,
366,abrupt,frequency,internal_only,,False,False,False,
366,abrupt,frequency,prism,24.0,True,True,False,0.0
367,abrupt,frequency,severity_only,26.0,True,False,False,-2.0
367,abrupt,frequency,external_only,6.0,False,False,True,
367,abrupt,frequency,internal_only,25.0,True,False,False,-1.0
367,abrupt,frequency,prism,6.0,False,False,True,
368,abrupt,frequency,severity_only,,False,False,False,
368,abrupt,frequency,external_only,,False,False,False,
368,abrupt,frequency,internal_only,26.0,True,False,False,-2.0
368,abrupt,frequency,prism,25.0,True,False,False,-1.0
369,abrupt,frequency,severity_only,,False,False,False,
369,abrupt,frequency,external_only,,False,False,False,
369,abrupt,frequency,internal_only,,False,False,False,
369,abrupt,frequency,prism,,False,False,False,
370,abrupt,frequency,severity_only,,False,False,False,
370,abrupt,frequency,external_only,24.0,True,True,False,0.0
370,abrupt,frequency,internal_only,,False,False,False,
370,abrupt,frequency,prism,25.0,True,False,False,-1.0
371,abrupt,frequency,severity_only,25.0,True,False,False,-1.0
371,abrupt,frequency,external_only,25.0,True,False,False,-1.0
371,abrupt,frequency,internal_only,25.0,True,False,False,-1.0
371,abrupt,frequency,prism,25.0,True,False,False,-1.0
372,abrupt,frequency,severity_only,,False,False,False,
372,abrupt,frequency,external_only,,False,False,False,
372,abrupt,frequency,internal_only,,False,False,False,
372,abrupt,frequency,prism,36.0,False,False,False,
373,abrupt,frequency,severity_only,,False,False,False,
373,abrupt,frequency,external_only,,False,False,False,
373,abrupt,frequency,internal_only,,False,False,False,
373,abrupt,frequency,prism,,False,False,False,
374,abrupt,frequency,severity_only,26.0,True,False,False,-2.0
374,abrupt,frequency,external_only,26.0,True,False,False,-2.0
374,abrupt,frequency,internal_only,26.0,True,False,False,-2.0
374,abrupt,frequency,prism,26.0,True,False,False,-2.0
375,abrupt,frequency,severity_only,27.0,True,False,False,-3.0
375,abrupt,frequency,external_only,26.0,True,False,False,-2.0
375,abrupt,frequency,internal_only,27.0,True,False,False,-3.0
375,abrupt,frequency,prism,26.0,True,False,False,-2.0
376,abrupt,frequency,severity_only,,False,False,False,
376,abrupt,frequency,external_only,9.0,False,False,True,
376,abrupt,frequency,internal_only,,False,False,False,
376,abrupt,frequency,prism,9.0,False,False,True,
377,abrupt,frequency,severity_only,26.0,True,False,False,-2.0
377,abrupt,frequency,external_only,26.0,True,False,False,-2.0
377,abrupt,frequency,internal_only,26.0,True,False,False,-2.0
377,abrupt,frequency,prism,26.0,True,False,False,-2.0
378,abrupt,frequency,severity_only,,False,False,False,
378,abrupt,frequency,external_only,,False,False,False,
378,abrupt,frequency,internal_only,39.0,False,False,False,
378,abrupt,frequency,prism,26.0,True,False,False,-2.0
379,abrupt,frequency,severity_only,,False,False,False,
379,abrupt,frequency,external_only,26.0,True,False,False,-2.0
379,abrupt,frequency,internal_only,,False,False,False,
379,abrupt,frequency,prism,26.0,True,False,False,-2.0
380,abrupt,frequency,severity_only,,False,False,False,
380,abrupt,frequency,external_only,,False,False,False,
380,abrupt,frequency,internal_only,,False,False,False,
380,abrupt,frequency,prism,,False,False,False,
381,abrupt,frequency,severity_only,,False,False,False,
381,abrupt,frequency,external_only,,False,False,False,
381,abrupt,frequency,internal_only,,False,False,False,
381,abrupt,frequency,prism,,False,False,False,
382,abrupt,frequency,severity_only,10.0,False,False,True,
382,abrupt,frequency,external_only,,False,False,False,
382,abrupt,frequency,internal_only,10.0,False,False,True,
382,abrupt,frequency,prism,,False,False,False,
