run,scenario,channel,variant,first,detect,early,false,lead
411,abrupt,severity,prism,24.0,True,True,False,0.0
412,abrupt,severity,severity_only,24.0,True,True,False,0.0
412,abrupt,severity,external_only,24.0,True,True,False,0.0
412,abrupt,severity,internal_only,24.0,True,True,False,0.0
412,abrupt,severity,prism,23.0,True,True,False,1.0
413,abrupt,severity,severity_only,24.0,True,True,False,0.0
413,abrupt,severity,external_only,24.0,True,True,False,0.0
413,abrupt,severity,internal_only,25.0,True,False,False,-1.0
413,abrupt,severity,prism,24.0,True,True,False,0.0
414,abrupt,severity,severity_only,24.0,True,True,False,0.0
414,abrupt,severity,external_only,24.0,True,True,False,0.0
414,abrupt,severity,internal_only,24.0,True,True,False,0.0
414,abrupt,severity,prism,24.0,True,True,False,0.0
415,abrupt,severity,severity_only,24.0,True,True,False,0.0
415,abrupt,severity,external_only,24.0,True,True,False,0.0
415,abrupt,severity,internal_only,24.0,True,True,False,0.0
415,abrupt,severity,prism,24.0,True,True,False,0.0
416,abrupt,severity,severity_only,24.0,True,True,False,0.0
416,abrupt,severity,external_only,24.0,True,True,False,0.0
416,abrupt,severity,internal_only,24.0,True,True,False,0.0
416,abrupt,severity,prism,24.0,True,True,False,0.0
417,abrupt,severity,severity_only,24.0,True,True,False,0.0
417,abrupt,severity,external_only,24.0,True,True,False,0.0
417,abrupt,severity,internal_only,24.0,True,True,False,0.0
417,abrupt,severity,prism,24.0,True,True,False,0.0
418,abrupt,severity,severity_only,24.0,True,True,False,0.0
418,abrupt,severity,external_only,24.0,True,True,False,0.0
418,abrupt,severity,internal_only,24.0,True,True,False,0.0
418,abrupt,severity,prism,24.0,True,True,False,0.0
419,abrupt,severity,severity_only,24.0,True,True,False,0.0
419,abrupt,severity,external_only,24.0,True,True,False,0.0
419,abrupt,severity,internal_only,24.0,True,True,False,0.0
419,abrupt,severity,prism,24.0,True,True,False,0.0
420,abrupt,severity,severity_only,24.0,True,True,False,0.0
420,abrupt,severity,external_only,24.0,True,True,False,0.0
420,abrupt,severity,internal_only,24.0,True,True,False,0.0
420,abrupt,severity,prism,24.0,True,True,False,0.0
421,abrupt,severity,severity_only,24.0,True,True,False,0.0
421,abrupt,severity,external_only,24.0,True,True,False,0.0
421,abrupt,severity,internal_only,24.0,True,True,False,0.0
421,abrupt,severity,prism,24.0,True,True,False,0.0
422,abrupt,severity,severity_only,24.0,True,True,False,0.0
422,abrupt,severity,external_only,9.0,False,False,True,
422,abrupt,severity,internal_only,24.0,True,True,False,0.0
422,abrupt,severity,prism,9.0,False,False,True,
423,abrupt,severity,severity_only,24.0,True,True,False,0.0
423,abrupt,severity,external_only,24.0,True,True,False,0.0
423,abrupt,severity,internal_only,24.0,True,True,False,0.0
423,abrupt,severity,prism,24.0,True,True,False,0.0
424,abrupt,severity,severity_only,24.0,True,True,False,0.0
424,abrupt,severity,external_only,24.0,True,True,False,0.0
424,abrupt,severity,internal_only,24.0,True,True,False,0.0
424,abrupt,severity,prism,24.0,True,True,False,0.0
425,abrupt,severity,severity_only,24.0,True,True,False,0.0
425,abrupt,severity,external_only,5.0,False,False,True,
425,abrupt,severity,internal_only,24.0,True,True,False,0.0
425,abrupt,severity,prism,5.0,False,False,True,
426,abrupt,severity,severity_only,10.0,False,False,True,
426,abrupt,severity,external_only,10.0,False,False,True,
426,abrupt,severity,internal_only,10.0,False,False,True,
426,abrupt,severity,prism,10.0,False,False,True,
427,abrupt,severity,severity_only,24.0,True,True,False,0.0
427,abrupt,severity,external_only,24.0,True,True,False,0.0
427,abrupt,severity,internal_only,24.0,True,True,False,0.0
427,abrupt,severity,prism,24.0,True,True,False,0.0
428,abrupt,severity,severity_only,24.0,True,True,False,0.0
428,abrupt,severity,external_only,24.0,True,True,False,0.0
428,abrupt,severity,internal_only,24.0,True,True,False,0.0
428,abrupt,severity,prism,24.0,True,True,False,0.0
429,abrupt,severity,severity_only,24.0,True,True,False,0.0
429,abrupt,severity,external_only,24.0,True,True,False,0.0
429,abrupt,severity,internal_only,24.0,True,True,False,0.0
429,abrupt,severity,prism,24.0,True,True,False,0.0
430,abrupt,severity,severity_only,24.0,True,True,False,0.0
430,abrupt,severity,external_only,24.0,True,True,False,0.0
430,abrupt,severity,internal_only,24.0,True,True,False,0.0
430,abrupt,severity,prism,24.0,True,True,False,0.0
431,abrupt,severity,severity_only,24.0,True,True,False,0.0
431,abrupt,severity,external_only,24.0,True,True,False,0.0
431,abrupt,severity,internal_only,24.0,True,True,False,0.0
431,abrupt,severity,prism,24.0,True,True,False,0.0
432,abrupt,severity,severity_only,24.0,True,True,False,0.0
432,abrupt,severity,external_only,24.0,True,True,False,0.0
432,abrupt,severity,internal_only,24.0,True,True,False,0.0
432,abrupt,severity,prism,24.0,True,True,False,0.0
433,abrupt,severity,severity_only,24.0,True,True,False,0.0
433,abrupt,severity,external_only,24.0,True,True,False,0.0
433,abrupt,severity,internal_only,24.0,True,True,False,0.0
433,abrupt,severity,prism,24.0,True,True,False,0.0
434,abrupt,severity,severity_only,24.0,True,True,False,0.0
434,abrupt,severity,external_only,24.0,True,True,False,0.0
434,abrupt,severity,internal_only,24.0,True,True,False,0.0
434,abrupt,severity,prism,24.0,True,True,False,0.0
435,abrupt,severity,severity_only,24.0,True,True,False,0.0
435,abrupt,severity,external_only,24.0,True,True,False,0.0
435,abrupt,severity,internal_only,24.0,True,True,False,0.0
435,abrupt,severity,prism,24.0,True,True,False,0.0
436,abrupt,severity,severity_only,24.0,True,True,False,0.0
436,abrupt,severity,external_only,24.0,True,True,False,0.0
436,abrupt,severity,internal_only,24.0,True,True,False,0.0
436,abrupt,severity,prism,24.0,True,True,False,0.0
437,abrupt,severity,severity_only,24.0,True,True,False,0.0
437,abrupt,severity,external_only,24.0,True,True,False,0.0
437,abrupt,severity,internal_only,24.0,True,True,False,0.0
437,abrupt,severity,prism,24.0,True,True,False,0.0
438,abrupt,severity,severity_only,24.0,True,True,False,0.0
438,abrupt,severity,external_only,24.0,True,True,False,0.0
438,abrupt,severity,internal_only,24.0,True,True,False,0.0
438,abrupt,severity,prism,24.0,True,True,False,0.0
439,abrupt,severity,severity_only,24.0,True,True,False,0.0
439,abrupt,severity,external_only,24.0,True,True,False,0.0
439,abrupt,severity,internal_only,24.0,True,True,False,0.0
439,abrupt,severity,prism,24.0,True,True,False,0.0
440,abrupt,severity,severity_only,24.0,True,True,False,0.0
440,abrupt,severity,external_only,24.0,True,True,False,0.0
440,abrupt,severity,internal_only,24.0,True,True,False,0.0
440,abrupt,severity,prism,24.0,True,True,False,0.0
441,abrupt,severity,severity_only,24.0,True,True,False,0.0
441,abrupt,severity,external_only,24.0,True,True,False,0.0
441,abrupt,severity,internal_only,24.0,True,True,False,0.0
441,abrupt,severity,prism,24.0,True,True,False,0.0
442,abrupt,severity,severity_only,24.0,True,True,False,0.0
442,abrupt,severity,external_only,15.0,False,False,True,
442,abrupt,severity,internal_only,24.0,True,True,False,0.0
442,abrupt,severity,prism,15.0,False,False,True,
443,abrupt,severity,severity_only,24.0,True,True,False,0.0
443,abrupt,severity,external_only,24.0,True,True,False,0.0
443,abrupt,severity,internal_only,24.0,True,True,False,0.0
443,abrupt,severity,prism,24.0,True,True,False,0.0
444,abrupt,severity,severity_only,24.0,True,True,False,0.0
444,abrupt,severity,external_only,24.0,True,True,False,0.0
444,abrupt,severity,internal_only,24.0,True,True,False,0.0
444,abrupt,severity,prism,24.0,True,True,False,0.0
445,abrupt,severity,severity_only,24.0,True,True,False,0.0
445,abrupt,severity,external_only,24.0,True,True,False,0.0
445,abrupt,severity,internal_only,24.0,True,True,False,0.0
445,abrupt,severity,prism,24.0,True,True,False,0.0
446,abrupt,severity,severity_only,24.0,True,True,False,0.0
446,abrupt,severity,external_only,24.0,True,True,False,0.0
446,abrupt,severity,internal_only,24.0,True,True,False,0.0
446,abrupt,severity,prism,21.0,False,False,False,
447,abrupt,severity,severity_only,24.0,True,True,False,0.0
447,abrupt,severity,external_only,24.0,True,True,False,0.0
447,abrupt,severity,internal_only,24.0,True,True,False,0.0
447,abrupt,severity,prism,23.0,True,True,False,1.0
448,abrupt,severity,severity_only,24.0,True,True,False,0.0
448,abrupt,severity,external_only,24.0,True,True,False,0.0
448,abrupt,severity,internal_only,24.0,True,True,False,0.0
448,abrupt,severity,prism,24.0,True,True,False,0.0
449,abrupt,severity,severity_only,24.0,True,True,False,0.0
449,abrupt,severity,external_only,24.0,True,True,False,0.0
449,abrupt,severity,internal_only,24.0,True,True,False,0.0
449,abrupt,severity,prism,24.0,True,True,False,0.0
450,abrupt,severity,severity_only,24.0,True,True,False,0.0
450,abrupt,severity,external_only,24.0,True,True,False,0.0
450,abrupt,severity,internal_only,24.0,True,True,False,0.0
450,abrupt,severity,prism,24.0,True,True,False,0.0
451,abrupt,severity,severity_only,24.0,True,True,False,0.0
451,abrupt,severity,external_only,24.0,True,True,False,0.0
451,abrupt,severity,internal_only,24.0,True,True,False,0.0
451,abrupt,severity,prism,24.0,True,True,False,0.0
452,abrupt,severity,severity_only,24.0,True,True,False,0.0
452,abrupt,severity,external_only,24.0,True,True,False,0.0
452,abrupt,severity,internal_only,24.0,True,True,False,0.0
452,abrupt,severity,prism,24.0,True,True,False,0.0
453,abrupt,severity,severity_only,24.0,True,True,False,0.0
453,abrupt,severity,external_only,24.0,True,True,False,0.0
453,abrupt,severity,internal_only,24.0,True,True,False,0.0
453,abrupt,severity,prism,24.0,True,True,False,0.0
454,abrupt,severity,severity_only,24.0,True,True,False,0.0
454,abrupt,severity,external_only,24.0,True,True,False,0.0
454,abrupt,severity,internal_only,24.0,True,True,False,0.0
454,abrupt,severity,prism,19.0,False,False,True,
455,abrupt,severity,severity_only,24.0,True,True,False,0.0
455,abrupt,severity,external_only,4.0,False,False,True,
455,abrupt,severity,internal_only,24.0,True,True,False,0.0
455,abrupt,severity,prism,4.0,False,False,True,
456,abrupt,severity,severity_only,24.0,True,True,False,0.0
456,abrupt,severity,external_only,24.0,True,True,False,0.0
456,abrupt,severity,internal_only,24.0,True,True,False,0.0
456,abrupt,severity,prism,23.0,True,True,False,1.0
457,abrupt,severity,severity_only,24.0,True,True,False,0.0
457,abrupt,severity,external_only,24.0,True,True,False,0.0
457,abrupt,severity,internal_only,24.0,True,True,False,0.0
457,abrupt,severity,prism,24.0,True,True,False,0.0
458,abrupt,severity,severity_only,24.0,True,True,False,0.0
458,abrupt,severity,external_only,24.0,True,True,False,0.0
458,abrupt,severity,internal_only,24.0,True,True,False,0.0
458,abrupt,severity,prism,24.0,True,True,False,0.0
459,abrupt,severity,severity_only,24.0,True,True,False,0.0
459,abrupt,severity,external_only,24.0,True,True,False,0.0
459,abrupt,severity,internal_only,24.0,True,True,False,0.0
459,abrupt,severity,prism,24.0,True,True,False,0.0
460,abrupt,severity,severity_only,24.0,True,True,False,0.0
460,abrupt,severity,external_only,24.0,True,True,False,0.0
460,abrupt,severity,internal_only,24.0,True,True,False,0.0
460,abrupt,severity,prism,24.0,True,True,False,0.0
461,abrupt,severity,severity_only,24.0,True,True,False,0.0
461,abrupt,severity,external_only,13.0,False,False,True,
461,abrupt,severity,internal_only,24.0,True,True,False,0.0
461,abrupt,severity,prism,13.0,False,False,True,
462,abrupt,severity,severity_only,4.0,False,False,True,
462,abrupt,severity,external_only,4.0,False,False,True,
462,abrupt,severity,internal_only,4.0,False,False,True,
462,abrupt,severity,prism,4.0,False,False,True,
463,abrupt,severity,severity_only,24.0,True,True,False,0.0
463,abrupt,severity,external_only,24.0,True,True,False,0.0
463,abrupt,severity,internal_only,24.0,True,True,False,0.0
463,abrupt,severity,prism,24.0,True,True,False,0.0
464,abrupt,severity,severity_only,24.0,True,True,False,0.0
464,abrupt,severity,external_only,24.0,True,True,False,0.0
464,abrupt,severity,internal_only,24.0,True,True,False,0.0
464,abrupt,severity,prism,24.0,True,True,False,0.0
465,abrupt,severity,severity_only,24.0,True,True,False,0.0
465,abrupt,severity,external_only,24.0,True,True,False,0.0
465,abrupt,severity,internal_only,24.0,True,True,False,0.0
465,abrupt,severity,prism,24.0,True,True,False,0.0
466,abrupt,severity,severity_only,24.0,True,True,False,0.0
466,abrupt,severity,external_only,24.0,True,True,False,0.0
466,abrupt,severity,internal_only,24.0,True,True,False,0.0
466,abrupt,severity,prism,24.0,True,True,False,0.0
467,abrupt,severity,severity_only,24.0,True,True,False,0.0
467,abrupt,severity,external_only,24.0,True,True,False,0.0
467,abrupt,severity,internal_only,24.0,True,True,False,0.0
467,abrupt,severity,prism,24.0,True,True,False,0.0
468,abrupt,severity,severity_only,24.0,True,True,False,0.0
468,abrupt,severity,external_only,24.0,True,True,False,0.0
468,abrupt,severity,internal_only,24.0,True,True,False,0.0
468,abrupt,severity,prism,24.0,True,True,False,0.0
469,abrupt,severity,severity_only,24.0,True,True,False,0.0
469,abrupt,severity,external_only,7.0,False,False,True,
469,abrupt,severity,internal_only,24.0,True,True,False,0.0
469,abrupt,severity,prism,7.0,False,False,True,
470,abrupt,severity,severity_only,24.0,True,True,False,0.0
470,abrupt,severity,external_only,24.0,True,True,False,0.0
470,abrupt,severity,internal_only,24.0,True,True,False,0.0
470,abrupt,severity,prism,24.0,True,True,False,0.0
471,abrupt,severity,severity_only,24.0,True,True,False,0.0
471,abrupt,severity,external_only,24.0,True,True,False,0.0
471,abrupt,severity,internal_only,24.0,True,True,False,0.0
471,abrupt,severity,prism,24.0,True,True,False,0.0
472,abrupt,severity,severity_only,24.0,True,True,False,0.0
472,abrupt,severity,external_only,24.0,True,True,False,0.0
472,abrupt,severity,internal_only,24.0,True,True,False,0.0
472,abrupt,severity,prism,24.0,True,True,False,0.0
473,abrupt,severity,severity_only,24.0,True,True,False,0.0
473,abrupt,severity,external_only,24.0,True,True,False,0.0
473,abrupt,severity,internal_only,24.0,True,True,False,0.0
473,abrupt,severity,prism,24.0,True,True,False,0.0
474,abrupt,severity,severity_only,24.0,True,True,False,0.0
474,abrupt,severity,external_only,24.0,True,True,False,0.0
474,abrupt,severity,internal_only,24.0,True,True,False,0.0
474,abrupt,severity,prism,24.0,True,True,False,0.0
475,abrupt,severity,severity_only,24.0,True,True,False,0.0
475,abrupt,severity,external_only,24.0,True,True,False,0.0
475,abrupt,severity,internal_only,24.0,True,True,False,0.0
475,abrupt,severity,prism,24.0,True,True,False,0.0
476,abrupt,severity,severity_only,24.0,True,True,False,0.0
476,abrupt,severity,external_only,24.0,True,True,False,0.0
476,abrupt,severity,internal_only,24.0,True,True,False,0.0
476,abrupt,severity,prism,24.0,True,True,False,0.0
477,abrupt,severity,severity_only,24.0,True,True,False,0.0
477,abrupt,severity,external_only,24.0,True,True,False,0.0
477,abrupt,severity,internal_only,24.0,True,True,False,0.0
477,abrupt,severity,prism,24.0,True,True,False,0.0
478,abrupt,severity,severity_only,24.0,True,True,False,0.0
478,abrupt,severity,external_only,24.0,True,True,False,0.0
478,abrupt,severity,internal_only,24.0,True,True,False,0.0
478,abrupt,severity,prism,23.0,True,True,False,1.0
479,abrupt,severity,severity_only,24.0,True,True,False,0.0
479,abrupt,severity,external_only,24.0,True,True,False,0.0
479,abrupt,severity,internal_only,24.0,True,True,False,0.0
479,abrupt,severity,prism,24.0,True,True,False,0.0
480,abrupt,severity,severity_only,24.0,True,True,False,0.0
480,abrupt,severity,external_only,24.0,True,True,False,0.0
480,abrupt,severity,internal_only,24.0,True,True,False,0.0
480,abrupt,severity,prism,24.0,True,True,False,0.0
481,abrupt,severity,severity_only,24.0,True,True,False,0.0
481,abrupt,severity,external_only,24.0,True,True,False,0.0
481,abrupt,severity,internal_only,24.0,True,True,False,0.0
481,abrupt,severity,prism,24.0,True,True,False,0.0
482,abrupt,severity,severity_only,24.0,True,True,False,0.0
482,abrupt,severity,external_only,24.0,True,True,False,0.0
482,abrupt,severity,internal_only,24.0,True,True,False,0.0
482,abrupt,severity,prism,24.0,True,True,False,0.0
483,abrupt,severity,severity_only,21.0,False,False,False,
483,abrupt,severity,external_only,21.0,False,False,False,
483,abrupt,severity,internal_only,19.0,False,False,True,
483,abrupt,severity,prism,19.0,False,False,True,
484,abrupt,severity,severity_only,10.0,False,False,True,
484,abrupt,severity,external_only,10.0,False,False,True,
484,abrupt,severity,internal_only,10.0,False,False,True,
484,abrupt,severity,prism,10.0,False,False,True,
485,abrupt,severity,severity_only,24.0,True,True,False,0.0
485,abrupt,severity,external_only,24.0,True,True,False,0.0
485,abrupt,severity,internal_only,24.0,True,True,False,0.0
485,abrupt,severity,prism,24.0,True,True,False,0.0
486,abrupt,severity,severity_only,24.0,True,True,False,0.0
486,abrupt,severity,external_only,24.0,True,True,False,0.0
486,abrupt,severity,internal_only,24.0,True,True,False,0.0
486,abrupt,severity,prism,23.0,True,True,False,1.0
487,abrupt,severity,severity_only,24.0,True,True,False,0.0
487,abrupt,severity,external_only,24.0,True,True,False,0.0
487,abrupt,severity,internal_only,24.0,True,True,False,0.0
487,abrupt,severity,prism,24.0,True,True,False,0.0
488,abrupt,severity,severity_only,24.0,True,True,False,0.0
488,abrupt,severity,external_only,24.0,True,True,False,0.0
488,abrupt,severity,internal_only,24.0,True,True,False,0.0
488,abrupt,severity,prism,24.0,True,True,False,0.0
489,abrupt,severity,severity_only,23.0,True,True,False,1.0
489,abrupt,severity,external_only,23.0,True,True,False,1.0
489,abrupt,severity,internal_only,23.0,True,True,False,1.0
489,abrupt,severity,prism,23.0,True,True,False,1.0
490,abrupt,severity,severity_only,24.0,True,True,False,0.0
490,abrupt,severity,external_only,24.0,True,True,False,0.0
490,abrupt,severity,internal_only,24.0,True,True,False,0.0
490,abrupt,severity,prism,24.0,True,True,False,0.0
491,abrupt,severity,severity_only,24.0,True,True,False,0.0
491,abrupt,severity,external_only,24.0,True,True,False,0.0
491,abrupt,severity,internal_only,24.0,True,True,False,0.0
491,abrupt,severity,prism,24.0,True,True,False,0.0
492,abrupt,severity,severity_only,24.0,True,True,False,0.0
492,abrupt,severity,external_only,24.0,True,True,False,0.0
492,abrupt,severity,internal_only,24.0,True,True,False,0.0
492,abrupt,severity,prism,24.0,True,True,False,0.0
493,abrupt,severity,severity_only,24.0,True,True,False,0.0
493,abrupt,severity,external_only,24.0,True,True,False,0.0
493,abrupt,severity,internal_only,24.0,True,True,False,0.0
493,abrupt,severity,prism,22.0,True,True,False,2.0
494,abrupt,severity,severity_only,24.0,True,True,False,0.0
494,abrupt,severity,external_only,24.0,True,True,False,0.0
494,abrupt,severity,internal_only,24.0,True,True,False,0.0
494,abrupt,severity,prism,24.0,True,True,False,0.0
495,abrupt,severity,severity_only,24.0,True,True,False,0.0
495,abrupt,severity,external_only,24.0,True,True,False,0.0
495,abrupt,severity,internal_only,24.0,True,True,False,0.0
495,abrupt,severity,prism,24.0,True,True,False,0.0
496,abrupt,severity,severity_only,24.0,True,True,False,0.0
496,abrupt,severity,external_only,24.0,True,True,False,0.0
496,abrupt,severity,internal_only,24.0,True,True,False,0.0
496,abrupt,severity,prism,24.0,True,True,False,0.0
497,abrupt,severity,severity_only,24.0,True,True,False,0.0
497,abrupt,severity,external_only,24.0,True,True,False,0.0
497,abrupt,severity,internal_only,24.0,True,True,False,0.0
497,abrupt,severity,prism,24.0,True,True,False,0.0
498,abrupt,severity,severity_only,24.0,True,True,False,0.0
498,abrupt,severity,external_only,24.0,True,True,False,0.0
498,abrupt,severity,internal_only,24.0,True,True,False,0.0
498,abrupt,severity,prism,23.0,True,True,False,1.0
499,abrupt,severity,severity_only,24.0,True,True,False,0.0
499,abrupt,severity,external_only,24.0,True,True,False,0.0
499,abrupt,severity,internal_only,24.0,True,True,False,0.0
499,abrupt,severity,prism,22.0,True,True,False,2.0
500,abrupt,severity,severity_only,7.0,False,False,True,
500,abrupt,severity,external_only,7.0,False,False,True,
500,abrupt,severity,internal_only,7.0,False,False,True,
500,abrupt,severity,prism,7.0,False,False,True,
501,abrupt,severity,severity_only,24.0,True,True,False,0.0
501,abrupt,severity,external_only,24.0,True,True,False,0.0
501,abrupt,severity,internal_only,24.0,True,True,False,0.0
501,abrupt,severity,prism,24.0,True,True,False,0.0
502,abrupt,severity,severity_only,24.0,True,True,False,0.0
502,abrupt,severity,external_only,24.0,True,True,False,0.0
502,abrupt,severity,internal_only,24.0,True,True,False,0.0
502,abrupt,severity,prism,24.0,True,True,False,0.0
503,abrupt,severity,severity_only,24.0,True,True,False,0.0
503,abrupt,severity,external_only,9.0,False,False,True,
503,abrupt,severity,internal_only,24.0,True,True,False,0.0
503,abrupt,severity,prism,9.0,False,False,True,
504,abrupt,severity,severity_only,24.0,True,True,False,0.0
504,abrupt,severity,external_only,24.0,True,True,False,0.0
504,abrupt,severity,internal_only,24.0,True,True,False,0.0
504,abrupt,severity,prism,24.0,True,True,False,0.0
505,abrupt,severity,severity_only,24.0,True,True,False,0.0
505,abrupt,severity,external_only,24.0,True,True,False,0.0
505,abrupt,severity,internal_only,24.0,True,True,False,0.0
505,abrupt,severity,prism,24.0,True,True,False,0.0
506,abrupt,severity,severity_only,24.0,True,True,False,0.0
506,abrupt,severity,external_only,24.0,True,True,False,0.0
506,abrupt,severity,internal_only,21.0,False,False,False,
506,abrupt,severity,prism,21.0,False,False,False,
507,abrupt,severity,severity_only,24.0,True,True,False,0.0
507,abrupt,severity,external_only,24.0,True,True,False,0.0
507,abrupt,severity,internal_only,24.0,True,True,False,0.0
507,abrupt,severity,prism,24.0,True,True,False,0.0
508,abrupt,severity,severity_only,24.0,True,True,False,0.0
508,abrupt,severity,external_only,24.0,True,True,False,0.0
508,abrupt,severity,internal_only,24.0,True,True,False,0.0
508,abrupt,severity,prism,24.0,True,True,False,0.0
509,abrupt,severity,severity_only,24.0,True,True,False,0.0
509,abrupt,severity,external_only,24.0,True,True,False,0.0
509,abrupt,severity,internal_only,24.0,True,True,False,0.0
509,abrupt,severity,prism,24.0,True,True,False,0.0
510,abrupt,severity,severity_only,14.0,False,False,True,
510,abrupt,severity,external_only,13.0,False,False,True,
510,abrupt,severity,internal_only,14.0,False,False,True,
510,abrupt,severity,prism,13.0,False,False,True,
511,abrupt,severity,severity_only,24.0,True,True,False,0.0
511,abrupt,severity,external_only,24.0,True,True,False,0.0
511,abrupt,severity,internal_only,24.0,True,True,False,0.0
511,abrupt,severity,prism,24.0,True,True,False,0.0
512,abrupt,severity,severity_only,24.0,True,True,False,0.0
512,abrupt,severity,external_only,24.0,True,True,False,0.0
512,abrupt,severity,internal_only,24.0,True,True,False,0.0
512,abrupt,severity,prism,24.0,True,True,False,0.0
513,abrupt,severity,severity_only,24.0,True,True,False,0.0
513,abrupt,severity,external_only,24.0,True,True,False,0.0
513,abrupt,severity,internal_only,24.0,True,True,False,0.0
513,abrupt,severity,prism,24.0,True,True,False,0.0
514,abrupt,severity,severity_only,24.0,True,True,False,0.0
514,abrupt,severity,external_only,24.0,True,True,False,0.0
514,abrupt,severity,internal_only,24.0,True,True,False,0.0
514,abrupt,severity,prism,24.0,True,True,False,0.0
515,abrupt,severity,severity_only,24.0,True,True,False,0.0
515,abrupt,severity,external_only,24.0,True,True,False,0.0
515,abrupt,severity,internal_only,24.0,True,True,False,0.0
515,abrupt,severity,prism,24.0,True,True,False,0.0
516,abrupt,severity,severity_only,24.0,True,True,False,0.0
516,abrupt,severity,external_only,24.0,True,True,False,0.0
516,abrupt,severity,internal_only,24.0,True,True,False,0.0
516,abrupt,severity,prism,24.0,True,True,False,0.0
517,abrupt,severity,severity_only,24.0,True,True,False,0.0
517,abrupt,severity,external_only,24.0,True,True,False,0.0
517,abrupt,severity,internal_only,24.0,True,True,False,0.0
517,abrupt,severity,prism,24.0,True,True,False,0.0
518,abrupt,severity,severity_only,24.0,True,True,False,0.0
518,abrupt,severity,external_only,23.0,True,True,False,1.0
518,abrupt,severity,internal_only,24.0,True,True,False,0.0
518,abrupt,severity,prism,24.0,True,True,False,0.0
519,abrupt,severity,severity_only,24.0,True,True,False,0.0
519,abrupt,severity,external_only,24.0,True,True,False,0.0
519,abrupt,severity,internal_only,24.0,True,True,False,0.0
519,abrupt,severity,prism,24.0,True,True,False,0.0
520,abrupt,severity,severity_only,24.0,True,True,False,0.0
520,abrupt,severity,external_only,24.0,True,True,False,0.0
520,abrupt,severity,internal_only,24.0,True,True,False,0.0
520,abrupt,severity,prism,24.0,True,True,False,0.0
521,abrupt,severity,severity_only,24.0,True,True,False,0.0
521,abrupt,severity,external_only,24.0,True,True,False,0.0
521,abrupt,severity,internal_only,24.0,True,True,False,0.0
521,abrupt,severity,prism,24.0,True,True,False,0.0
522,abrupt,severity,severity_only,24.0,True,True,False,0.0
522,abrupt,severity,external_only,24.0,True,True,False,0.0
522,abrupt,severity,internal_only,24.0,True,True,False,0.0
522,abrupt,severity,prism,24.0,True,True,False,0.0
523,abrupt,severity,severity_only,24.0,True,True,False,0.0
523,abrupt,severity,external_only,24.0,True,True,False,0.0
523,abrupt,severity,internal_only,24.0,True,True,False,0.0
523,abrupt,severity,prism,24.0,True,True,False,0.0
524,abrupt,severity,severity_only,24.0,True,True,False,0.0
524,abrupt,severity,external_only,24.0,True,True,False,0.0
524,abrupt,severity,internal_only,24.0,True,True,False,0.0
524,abrupt,severity,prism,24.0,True,True,False,0.0
525,abrupt,severity,severity_only,24.0,True,True,False,0.0
525,abrupt,severity,external_only,24.0,True,True,False,0.0
525,abrupt,severity,internal_only,24.0,True,True,False,0.0
525,abrupt,severity,prism,24.0,True,True,False,0.0
526,abrupt,severity,severity_only,24.0,True,True,False,0.0
526,abrupt,severity,external_only,24.0,True,True,False,0.0
526,abrupt,severity,internal_only,24.0,True,True,False,0.0
526,abrupt,severity,prism,24.0,True,True,False,0.0
527,abrupt,severity,severity_only,24.0,True,True,False,0.0
527,abrupt,severity,external_only,24.0,True,True,False,0.0
527,abrupt,severity,internal_only,24.0,True,True,False,0.0
527,abrupt,severity,prism,24.0,True,True,False,0.0
528,abrupt,severity,severity_only,24.0,True,True,False,0.0
528,abrupt,severity,external_only,24.0,True,True,False,0.0
528,abrupt,severity,internal_only,24.0,True,True,False,0.0
528,abrupt,severity,prism,24.0,True,True,False,0.0
529,abrupt,severity,severity_only,24.0,True,True,False,0.0
529,abrupt,severity,external_only,24.0,True,True,False,0.0
529,abrupt,severity,internal_only,24.0,True,True,False,0.0
529,abrupt,severity,prism,24.0,True,True,False,0.0
530,abrupt,severity,severity_only,24.0,True,True,False,0.0
530,abrupt,severity,external_only,24.0,True,True,False,0.0
530,abrupt,severity,internal_only,24.0,True,True,False,0.0
530,abrupt,severity,prism,24.0,True,True,False,0.0
531,abrupt,severity,severity_only,24.0,True,True,False,0.0
531,abrupt,severity,external_only,24.0,True,True,False,0.0
531,abrupt,severity,internal_only,25.0,True,False,False,-1.0
531,abrupt,severity,prism,24.0,True,True,False,0.0
532,abrupt,severity,severity_only,24.0,True,True,False,0.0
532,abrupt,severity,external_only,24.0,True,True,False,0.0
532,abrupt,severity,internal_only,24.0,True,True,False,0.0
532,abrupt,severity,prism,24.0,True,True,False,0.0
533,abrupt,severity,severity_only,24.0,True,True,False,0.0
533,abrupt,severity,external_only,24.0,True,True,False,0.0
533,abrupt,severity,internal_only,24.0,True,True,False,0.0
533,abrupt,severity,prism,24.0,True,True,False,0.0
534,abrupt,severity,severity_only,24.0,True,True,False,0.0
534,abrupt,severity,external_only,24.0,True,True,False,0.0
534,abrupt,severity,internal_only,24.0,True,True,False,0.0
534,abrupt,severity,prism,24.0,True,True,False,0.0
535,abrupt,severity,severity_only,24.0,True,True,False,0.0
535,abrupt,severity,external_only,24.0,True,True,False,0.0
535,abrupt,severity,internal_only,24.0,True,True,False,0.0
535,abrupt,severity,prism,24.0,True,True,False,0.0
536,abrupt,severity,severity_only,24.0,True,True,False,0.0
536,abrupt,severity,external_only,24.0,True,True,False,0.0
